id,repo,provenance,evidence,tier,nQuestions,real,paraphrase,synthetic,realPct2,paraphrasePct2,syntheticPct2,recordChars,paraphraseChars,syntheticChars
grafana_grafana__105542,grafana/grafana,human,none,substantive,3,0,0.3333,1,0,0,33.3333,769,829,1573
grafana_grafana__105543,grafana/grafana,human,none,empty,3,0.3333,0.3333,2,0,0,100,48,47,1407
grafana_grafana__105598,grafana/grafana,human,none,substantive,3,0.3333,0.3333,1.6667,0,0,66.6667,199,205,1441
grafana_grafana__105639,grafana/grafana,human,none,empty,4,0,0,1.2500,0,0,50,43,45,1647
grafana_grafana__105718,grafana/grafana,human,none,empty,3,0,0,1.6667,0,0,66.6667,36,32,661
grafana_grafana__105860,grafana/grafana,human,none,empty,3,0.3333,0.3333,1.3333,0,0,66.6667,35,40,1738
grafana_grafana__106299,grafana/grafana,human,none,substantive,3,0.3333,0.3333,2,0,0,100,426,320,1239
grafana_grafana__106338,grafana/grafana,human,none,substantive,3,0.6667,1,1.3333,33.3333,33.3333,66.6667,442,359,759
grafana_grafana__106365,grafana/grafana,human,none,empty,3,0.3333,0.6667,1.6667,0,0,66.6667,63,66,786
grafana_grafana__106604,grafana/grafana,human,none,substantive,4,1,0.7500,2,50,25,100,392,298,1207
grafana_grafana__106761,grafana/grafana,human,none,trivial,3,0.3333,0.3333,1,0,0,0,186,196,1062
grafana_grafana__106846,grafana/grafana,human,none,empty,4,0,0,1.2500,0,0,50,54,57,1244
grafana_grafana__107047,grafana/grafana,human,none,trivial,3,0,0,1.6667,0,0,66.6667,60,84,1130
grafana_grafana__107193,grafana/grafana,human,none,trivial,3,0.3333,0.6667,2,0,0,100,119,146,617
grafana_grafana__107592,grafana/grafana,human,none,substantive,3,0.6667,0.6667,2,33.3333,33.3333,100,165,188,1124
grafana_grafana__107667,grafana/grafana,human,none,substantive,3,0.3333,0,1,0,0,33.3333,524,528,2103
grafana_grafana__107808,grafana/grafana,human,none,substantive,3,0.6667,0.6667,1.6667,0,0,66.6667,442,550,1548
grafana_grafana__107953,grafana/grafana,human,none,substantive,3,0.6667,0.3333,2,0,0,100,609,617,1005
grafana_grafana__108090,grafana/grafana,human,none,empty,3,0,0,1.6667,0,0,66.6667,44,67,1430
grafana_grafana__108134,grafana/grafana,human,none,substantive,4,0,0,1.2500,0,0,50,395,380,1846
grafana_grafana__108144,grafana/grafana,agent,agent-trailer,substantive,3,1,1,2,0,0,100,259,298,1281
grafana_grafana__108186,grafana/grafana,human,none,trivial,3,1,0.6667,2,0,0,100,156,120,825
grafana_grafana__108444,grafana/grafana,human,none,substantive,3,0.6667,0.6667,1.3333,0,0,33.3333,191,185,1018
grafana_grafana__108577,grafana/grafana,human,none,empty,3,0,0,1.6667,0,0,66.6667,35,48,1287
grafana_grafana__108612,grafana/grafana,human,none,substantive,3,0,0,0,0,0,0,238,268,873
grafana_grafana__109033,grafana/grafana,human,none,trivial,3,0,0,1.3333,0,0,66.6667,103,66,1108
grafana_grafana__109249,grafana/grafana,human,none,empty,3,0,0.3333,1.3333,0,0,66.6667,40,37,2105
grafana_grafana__109347,grafana/grafana,human,none,trivial,3,0,0.3333,1.6667,0,0,66.6667,164,199,1032
grafana_grafana__109490,grafana/grafana,human,none,trivial,3,0,0,2,0,0,100,197,210,1212
grafana_grafana__109622,grafana/grafana,human,none,trivial,3,0,0,1,0,0,33.3333,136,149,720
grafana_grafana__109883,grafana/grafana,human,none,empty,3,0.3333,0.3333,0.6667,0,0,33.3333,80,85,349
grafana_grafana__110226,grafana/grafana,human,none,trivial,3,0.3333,0,0.3333,0,0,0,168,210,854
grafana_grafana__110299,grafana/grafana,human,none,substantive,3,1,0.6667,1.6667,33.3333,33.3333,66.6667,235,269,1782
grafana_grafana__110451,grafana/grafana,human,none,empty,3,0,0,1,0,0,33.3333,32,34,703
grafana_grafana__110648,grafana/grafana,human,none,substantive,3,1,1.3333,1,0,33.3333,33.3333,410,420,1303
grafana_grafana__110666,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,2,0,33.3333,100,1291,1287,1353
grafana_grafana__110750,grafana/grafana,human,none,trivial,3,0.3333,0,1.3333,0,0,66.6667,127,163,915
grafana_grafana__111016,grafana/grafana,human,none,trivial,3,0.3333,1.3333,2,0,33.3333,100,114,61,649
grafana_grafana__111021,grafana/grafana,human,none,empty,3,0,0.6667,2,0,0,100,49,51,1059
grafana_grafana__111132,grafana/grafana,human,none,empty,3,0,0,0.3333,0,0,0,75,86,838
grafana_grafana__111481,grafana/grafana,human,none,empty,3,0,0.3333,1,0,0,33.3333,58,49,1339
grafana_grafana__111502,grafana/grafana,human,none,trivial,4,0.2500,0.2500,1.2500,0,0,50,165,122,758
grafana_grafana__111842,grafana/grafana,human,none,trivial,3,0.3333,1,2,0,0,100,97,54,1002
grafana_grafana__112027,grafana/grafana,human,none,trivial,2,0,0,0,0,0,0,85,102,713
grafana_grafana__112170,grafana/grafana,human,none,trivial,3,0,0,2,0,0,100,123,85,1221
grafana_grafana__112212,grafana/grafana,human,none,trivial,3,0.6667,0.3333,0.6667,0,0,33.3333,140,183,492
grafana_grafana__112391,grafana/grafana,human,none,substantive,3,0.3333,0.6667,2,0,0,100,880,968,1476
grafana_grafana__112580,grafana/grafana,human,none,trivial,3,0.6667,0.6667,1,0,0,33.3333,130,71,959
grafana_grafana__112862,grafana/grafana,human,none,trivial,3,1,1,1.3333,33.3333,33.3333,66.6667,108,135,677
grafana_grafana__113216,grafana/grafana,human,none,trivial,3,0.3333,0.6667,2,0,0,100,138,99,706
grafana_grafana__113254,grafana/grafana,human,none,empty,3,0,0,1.3333,0,0,66.6667,68,66,1662
grafana_grafana__113297,grafana/grafana,agent,agent-trailer,substantive,3,1,1.3333,1,33.3333,33.3333,0,2332,2324,1876
grafana_grafana__113442,grafana/grafana,human,none,trivial,3,1,0.6667,2,33.3333,0,100,191,121,876
grafana_grafana__113454,grafana/grafana,agent,agent-trailer,substantive,3,1,1.3333,2,33.3333,66.6667,100,2680,2234,2180
grafana_grafana__113492,grafana/grafana,human,none,trivial,3,0,0,0.6667,0,0,33.3333,54,24,955
grafana_grafana__114137,grafana/grafana,human,none,empty,3,0,0,1,0,0,33.3333,51,52,902
grafana_grafana__114190,grafana/grafana,human,none,substantive,3,1,1,2,33.3333,33.3333,100,404,447,1286
grafana_grafana__114203,grafana/grafana,human,none,substantive,3,1,1,1.3333,0,0,33.3333,383,326,1662
grafana_grafana__114273,grafana/grafana,human,none,trivial,3,0,1,0.3333,0,0,0,108,86,967
grafana_grafana__114403,grafana/grafana,human,none,trivial,3,1,1,2,0,0,100,124,148,975
grafana_grafana__114470,grafana/grafana,human,none,substantive,3,0,0,1,0,0,33.3333,176,185,1507
grafana_grafana__114869,grafana/grafana,human,none,empty,3,0,0,1.6667,0,0,66.6667,33,50,1126
grafana_grafana__115329,grafana/grafana,agent,agent-trailer,substantive,4,1.2500,2,2,50,100,100,986,937,1827
grafana_grafana__115337,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,1.3333,66.6667,33.3333,33.3333,16197,7061,1838
grafana_grafana__115382,grafana/grafana,human,none,empty,4,0,0,1.5000,0,0,50,64,60,1027
grafana_grafana__115471,grafana/grafana,human,none,substantive,3,0.3333,0,1,0,0,33.3333,214,227,2009
grafana_grafana__115595,grafana/grafana,human,none,empty,3,0,0,1.3333,0,0,33.3333,56,56,1840
grafana_grafana__115627,grafana/grafana,agent,agent-trailer,substantive,3,0.3333,0.3333,1.3333,0,0,33.3333,385,353,1442
grafana_grafana__115746,grafana/grafana,human,none,substantive,3,0,0,0.3333,0,0,0,969,1062,1196
grafana_grafana__115895,grafana/grafana,human,none,substantive,3,0,0,0.3333,0,0,0,342,200,841
grafana_grafana__116050,grafana/grafana,human,none,empty,3,0,0,2,0,0,100,46,46,1539
grafana_grafana__116063,grafana/grafana,agent,agent-trailer,substantive,4,0.5000,0.7500,1.5000,0,0,75,1048,914,1820
grafana_grafana__116104,grafana/grafana,human,none,substantive,3,0.3333,0.3333,1.6667,0,0,66.6667,571,631,1510
grafana_grafana__116256,grafana/grafana,human,none,empty,3,0,0,1.3333,0,0,66.6667,53,53,977
grafana_grafana__116313,grafana/grafana,human,none,empty,3,0.3333,0,1,0,0,33.3333,62,72,678
grafana_grafana__116542,grafana/grafana,human,none,trivial,3,0,0,2,0,0,100,115,64,1111
grafana_grafana__116551,grafana/grafana,human,none,empty,3,0,0,2,0,0,100,47,49,1336
grafana_grafana__116555,grafana/grafana,human,none,substantive,3,1,1,1.6667,33.3333,0,66.6667,641,686,1338
grafana_grafana__116668,grafana/grafana,human,none,substantive,4,1.7500,1.5000,2,75,75,100,3061,2493,1960
grafana_grafana__116708,grafana/grafana,agent,agent-trailer,substantive,4,1.7500,1.5000,1.5000,75,50,50,676,624,1294
grafana_grafana__116718,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,0.6667,33.3333,33.3333,0,3279,2577,1320
grafana_grafana__116720,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.6667,1.6667,66.6667,66.6667,66.6667,6144,3113,1938
grafana_grafana__116862,grafana/grafana,agent,agent-trailer,substantive,4,1,0,0.5000,50,0,0,1665,1376,987
grafana_grafana__117215,grafana/grafana,human,none,trivial,3,0.6667,1,2,0,0,100,129,105,1676
grafana_grafana__117217,grafana/grafana,human,none,substantive,3,0.6667,0.3333,1.6667,33.3333,0,66.6667,475,380,958
grafana_grafana__117320,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.3333,66.6667,66.6667,33.3333,868,747,850
grafana_grafana__117483,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,4120,1833,1805
grafana_grafana__117507,grafana/grafana,human,none,trivial,3,0.3333,0.3333,1.6667,0,0,66.6667,131,154,834
grafana_grafana__117582,grafana/grafana,human,none,empty,3,0,0,1.3333,0,0,33.3333,55,73,838
grafana_grafana__117635,grafana/grafana,human,none,trivial,2,0,0,0,0,0,0,85,103,449
grafana_grafana__117655,grafana/grafana,human,none,empty,3,0,0,1.3333,0,0,33.3333,42,42,2290
grafana_grafana__117850,grafana/grafana,human,none,substantive,3,0.3333,0,1.6667,0,0,66.6667,686,914,1438
grafana_grafana__117882,grafana/grafana,agent,agent-trailer,substantive,4,0.5000,1.5000,1.5000,25,75,50,1092,1127,1309
grafana_grafana__117889,grafana/grafana,agent,agent-trailer,trivial,3,0,0,2,0,0,100,291,197,1740
grafana_grafana__117897,grafana/grafana,human,none,trivial,3,0,0.3333,1.3333,0,0,66.6667,92,59,763
grafana_grafana__118013,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,1,1,0,0,33.3333,520,497,1392
grafana_grafana__118017,grafana/grafana,human,none,trivial,3,0.3333,0,2,0,0,100,118,152,921
grafana_grafana__118080,grafana/grafana,human,none,empty,3,0,0.6667,2,0,0,100,41,38,543
grafana_grafana__118084,grafana/grafana,human,none,trivial,3,1.3333,1,2,33.3333,0,100,169,103,1660
grafana_grafana__118224,grafana/grafana,agent,agent-trailer,substantive,3,0.3333,0.3333,0.6667,0,0,33.3333,254,245,812
grafana_grafana__118231,grafana/grafana,agent,agent-trailer,substantive,3,1,0.6667,1,33.3333,0,0,290,345,693
grafana_grafana__118283,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1,1.6667,33.3333,33.3333,66.6667,857,698,597
grafana_grafana__118320,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1.6667,0,0,66.6667,615,593,1291
grafana_grafana__118371,grafana/grafana,human,none,empty,3,0,0,0.6667,0,0,33.3333,61,68,1350
grafana_grafana__118443,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.6667,66.6667,66.6667,66.6667,407,347,909
grafana_grafana__118528,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,0.3333,66.6667,66.6667,0,2712,1937,1021
grafana_grafana__118535,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1,1.6667,66.6667,33.3333,66.6667,2529,2556,1712
grafana_grafana__118559,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.3333,66.6667,66.6667,33.3333,3311,2431,2898
grafana_grafana__118565,grafana/grafana,agent,agent-trailer,empty,3,0.3333,0,1.6667,0,0,66.6667,70,68,767
grafana_grafana__118674,grafana/grafana,agent,agent-trailer,substantive,3,0.3333,0.6667,0.3333,0,0,0,399,392,831
grafana_grafana__118676,grafana/grafana,agent,agent-trailer,substantive,3,0.3333,1.6667,0.6667,0,66.6667,33.3333,2685,2661,1044
grafana_grafana__118729,grafana/grafana,agent,agent-trailer,substantive,4,0.2500,0.2500,1.2500,0,0,50,457,320,1024
grafana_grafana__118739,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.6667,2,33.3333,66.6667,100,437,442,1058
grafana_grafana__118837,grafana/grafana,agent,agent-trailer,empty,3,0,1,1.6667,0,0,66.6667,64,66,996
grafana_grafana__118840,grafana/grafana,agent,agent-trailer,empty,3,0,0,1,0,0,33.3333,78,78,885
grafana_grafana__118853,grafana/grafana,human,none,empty,4,0,0.2500,1.7500,0,0,75,55,47,949
grafana_grafana__118858,grafana/grafana,human,none,substantive,4,0.7500,1,1.5000,25,25,75,297,304,1435
grafana_grafana__118941,grafana/grafana,agent,agent-trailer,substantive,3,2,1.6667,2,100,66.6667,100,853,898,1395
grafana_grafana__118952,grafana/grafana,agent,agent-trailer,substantive,3,2,1,1.6667,100,33.3333,66.6667,1322,1390,1067
grafana_grafana__118982,grafana/grafana,human,none,substantive,4,1,0.7500,1.5000,25,0,75,203,221,1002
grafana_grafana__119088,grafana/grafana,human,none,substantive,3,2,2,1.6667,100,100,66.6667,1583,1429,2052
grafana_grafana__119097,grafana/grafana,agent,agent-trailer,substantive,3,2,1.6667,2,100,66.6667,100,2614,2331,1288
grafana_grafana__119098,grafana/grafana,agent,agent-trailer,substantive,3,2,1.6667,2,100,66.6667,100,3208,1640,1169
grafana_grafana__119106,grafana/grafana,agent,agent-trailer,substantive,3,2,1,1.3333,100,33.3333,33.3333,1279,1418,1090
grafana_grafana__119110,grafana/grafana,agent,agent-trailer,substantive,4,0.7500,1.2500,1,25,50,50,937,1156,1656
grafana_grafana__119112,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,1,1.3333,33.3333,33.3333,33.3333,1021,1061,1376
grafana_grafana__119188,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,1.3333,66.6667,100,66.6667,2181,2431,2202
grafana_grafana__119230,grafana/grafana,agent,agent-trailer,substantive,3,2,1.3333,2,100,66.6667,100,8875,2247,1548
grafana_grafana__119231,grafana/grafana,agent,agent-trailer,substantive,3,2,2,1,100,100,33.3333,2322,1654,1141
grafana_grafana__119232,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,1.6667,66.6667,33.3333,66.6667,6748,3118,1483
grafana_grafana__119277,grafana/grafana,agent,agent-trailer,substantive,4,1,0.7500,1.2500,25,0,50,4993,4996,2015
grafana_grafana__119474,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,1.3333,66.6667,33.3333,33.3333,825,861,1744
grafana_grafana__119518,grafana/grafana,agent,agent-trailer,substantive,3,1,0.3333,1.6667,33.3333,0,66.6667,1131,1131,1608
grafana_grafana__119521,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,0.6667,1.3333,66.6667,33.3333,66.6667,4559,3105,1629
grafana_grafana__119525,grafana/grafana,human,none,trivial,3,0.3333,0.3333,1.6667,0,0,66.6667,197,103,1027
grafana_grafana__119545,grafana/grafana,human,none,empty,3,0,0,1.6667,0,0,66.6667,24,11,793
grafana_grafana__119547,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,1.6667,66.6667,100,66.6667,1582,1603,1628
grafana_grafana__119616,grafana/grafana,human,none,empty,4,0,0,1,0,0,25,42,52,2077
grafana_grafana__119717,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,1355,1408,1192
grafana_grafana__119776,grafana/grafana,human,none,trivial,3,0,0,2,0,0,100,85,91,894
grafana_grafana__119840,grafana/grafana,human,none,trivial,3,0,0.3333,2,0,0,100,130,79,1875
grafana_grafana__119865,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1.3333,33.3333,33.3333,66.6667,1398,977,1689
grafana_grafana__119909,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,2,66.6667,33.3333,100,608,567,959
grafana_grafana__119926,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,1.3333,1.3333,0,33.3333,33.3333,540,601,944
grafana_grafana__119940,grafana/grafana,agent,agent-trailer,empty,3,0,0,0.3333,0,0,0,44,52,719
grafana_grafana__120051,grafana/grafana,agent,agent-trailer,substantive,4,0.5000,1.7500,0.7500,0,75,25,4427,4687,1462
grafana_grafana__120167,grafana/grafana,agent,agent-trailer,substantive,3,2,1.3333,2,100,66.6667,100,637,660,961
grafana_grafana__120418,grafana/grafana,human,none,substantive,3,0,0,2,0,0,100,447,414,1215
grafana_grafana__120564,grafana/grafana,human,none,substantive,3,1.3333,0.6667,2,66.6667,0,100,226,195,873
grafana_grafana__120577,grafana/grafana,agent,agent-trailer,substantive,3,2,1.3333,2,100,33.3333,100,752,695,1363
grafana_grafana__120643,grafana/grafana,agent,agent-trailer,substantive,3,0,0,1.3333,0,0,33.3333,449,439,1106
grafana_grafana__120689,grafana/grafana,human,none,substantive,4,0.5000,0.7500,0.5000,0,0,0,455,456,1283
grafana_grafana__120731,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,1.3333,66.6667,100,66.6667,831,811,1485
grafana_grafana__120748,grafana/grafana,human,none,empty,4,0,0,0.7500,0,0,0,28,28,2308
grafana_grafana__120853,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,1671,1675,2005
grafana_grafana__120860,grafana/grafana,human,none,trivial,3,0.6667,0.6667,2,0,0,100,156,158,1355
grafana_grafana__120917,grafana/grafana,agent,agent-trailer,substantive,4,1,1,1.5000,50,50,75,467,471,1137
grafana_grafana__120954,grafana/grafana,human,none,substantive,4,1.2500,1,2,50,25,100,552,638,1561
grafana_grafana__120961,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.6667,66.6667,33.3333,66.6667,1067,1131,1770
grafana_grafana__121002,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,1696,1753,1405
grafana_grafana__121007,grafana/grafana,agent,agent-trailer,substantive,3,0,0,2,0,0,100,469,392,1957
grafana_grafana__121023,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,0.6667,33.3333,33.3333,33.3333,340,285,742
grafana_grafana__121085,grafana/grafana,human,none,substantive,3,0.3333,0,1,0,0,33.3333,385,385,1033
grafana_grafana__121102,grafana/grafana,human,none,empty,3,0,0,1,0,0,0,31,31,981
grafana_grafana__121140,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.3333,0.3333,33.3333,0,0,237,209,622
grafana_grafana__121330,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1.3333,33.3333,33.3333,33.3333,377,391,926
grafana_grafana__121331,grafana/grafana,agent,agent-trailer,substantive,3,1,1.3333,0.6667,33.3333,66.6667,0,805,801,1745
grafana_grafana__121342,grafana/grafana,human,none,substantive,4,0.7500,1.2500,1.2500,25,50,50,2612,2498,1656
grafana_grafana__121379,grafana/grafana,human,none,substantive,3,1,1,1,33.3333,0,33.3333,158,116,1544
grafana_grafana__121411,grafana/grafana,human,none,trivial,4,0,0.2500,1.7500,0,0,75,112,76,1281
grafana_grafana__121548,grafana/grafana,human,none,trivial,3,0.3333,0,1.3333,0,0,66.6667,122,69,674
grafana_grafana__121570,grafana/grafana,human,none,substantive,4,0.7500,0.7500,1.2500,0,0,50,313,249,1968
grafana_grafana__121575,grafana/grafana,agent,agent-trailer,substantive,3,1,0.6667,1.3333,33.3333,0,66.6667,13792,13785,1265
grafana_grafana__121612,grafana/grafana,agent,agent-trailer,substantive,3,1,1.3333,1.3333,33.3333,66.6667,33.3333,656,699,804
grafana_grafana__121646,grafana/grafana,agent,agent-trailer,substantive,4,0.7500,0.7500,1.2500,25,25,50,1836,1665,1825
grafana_grafana__121776,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,1.6667,66.6667,33.3333,66.6667,303,337,590
grafana_grafana__121829,grafana/grafana,human,none,substantive,3,2,2,1.3333,100,100,66.6667,2312,2086,1419
grafana_grafana__121870,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1,0,0,0,595,557,797
grafana_grafana__122016,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.6667,1,66.6667,66.6667,33.3333,1023,1022,702
grafana_grafana__122085,grafana/grafana,human,none,substantive,3,0.3333,0.3333,1.3333,0,0,66.6667,260,255,1283
grafana_grafana__122276,grafana/grafana,human,none,substantive,3,0,0.3333,1.3333,0,0,33.3333,277,266,1626
grafana_grafana__122326,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,1.3333,66.6667,100,33.3333,4642,5152,2225
grafana_grafana__122361,grafana/grafana,agent,agent-trailer,substantive,3,1,1,0.3333,33.3333,33.3333,0,742,752,677
grafana_grafana__122431,grafana/grafana,agent,agent-trailer,substantive,3,2,1.3333,1,100,66.6667,0,10505,4824,1525
grafana_grafana__122450,grafana/grafana,human,none,substantive,3,1,1,2,0,0,100,202,236,1320
grafana_grafana__122479,grafana/grafana,agent,agent-trailer,substantive,3,0,0.6667,2,0,0,100,668,631,1983
grafana_grafana__122549,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,1.3333,66.6667,100,33.3333,493,448,957
grafana_grafana__122556,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,741,714,1000
grafana_grafana__122658,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1.3333,33.3333,33.3333,66.6667,358,396,808
grafana_grafana__122666,grafana/grafana,agent,agent-trailer,substantive,4,1.7500,2,2,75,100,100,1225,1304,1106
grafana_grafana__122677,grafana/grafana,agent,agent-trailer,substantive,4,2,1.7500,1.5000,100,75,50,8308,5752,1811
grafana_grafana__122719,grafana/grafana,agent,agent-trailer,substantive,4,2,2,1.7500,100,100,75,8542,6071,1481
grafana_grafana__122797,grafana/grafana,agent,agent-trailer,substantive,4,0.5000,0.5000,1.7500,25,25,75,804,801,1859
grafana_grafana__122826,grafana/grafana,agent,agent-trailer,substantive,3,2,2,0.6667,100,100,0,1772,1699,1410
grafana_grafana__122873,grafana/grafana,agent,agent-trailer,substantive,3,2,2,1.3333,100,100,66.6667,2037,1510,1497
grafana_grafana__123047,grafana/grafana,human,none,trivial,3,0.3333,0.6667,2,0,0,100,143,165,1600
grafana_grafana__123076,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,1451,1719,2132
grafana_grafana__123166,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,1,1.6667,33.3333,33.3333,66.6667,995,781,1139
grafana_grafana__123173,grafana/grafana,agent,agent-trailer,substantive,4,1.5000,1.2500,1.5000,75,50,75,444,459,1629
grafana_grafana__123197,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,1743,1834,1767
grafana_grafana__123256,grafana/grafana,human,none,substantive,4,0.7500,0,1,0,0,50,241,260,1112
grafana_grafana__123336,grafana/grafana,agent,agent-trailer,substantive,3,2,2,1.6667,100,100,66.6667,544,593,716
grafana_grafana__123362,grafana/grafana,agent,agent-trailer,substantive,3,1,1.3333,1.3333,33.3333,66.6667,66.6667,495,465,841
grafana_grafana__123373,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,2,2,66.6667,100,100,416,453,964
grafana_grafana__123425,grafana/grafana,agent,agent-trailer,substantive,4,1.5000,1.2500,2,50,50,100,685,644,1038
grafana_grafana__123430,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1.6667,33.3333,33.3333,66.6667,607,688,1304
grafana_grafana__123457,grafana/grafana,agent,agent-trailer,substantive,3,1,0,1.6667,33.3333,0,66.6667,349,426,1097
grafana_grafana__123492,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,473,456,688
grafana_grafana__123497,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.6667,66.6667,66.6667,66.6667,994,1131,1072
grafana_grafana__123498,grafana/grafana,agent,agent-trailer,substantive,3,0.6667,0.6667,1.6667,33.3333,33.3333,66.6667,1023,959,1610
grafana_grafana__123555,grafana/grafana,human,none,substantive,3,1,1,1.3333,33.3333,33.3333,33.3333,495,589,743
grafana_grafana__123568,grafana/grafana,agent,agent-trailer,substantive,3,0,0.3333,1.3333,0,0,66.6667,375,386,954
grafana_grafana__123577,grafana/grafana,human,none,substantive,4,0.5000,0.5000,1,0,25,25,239,230,1394
grafana_grafana__123613,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,3700,2230,1747
grafana_grafana__123675,grafana/grafana,agent,agent-trailer,substantive,4,1.5000,1.7500,2,75,75,100,3200,2422,1719
grafana_grafana__123709,grafana/grafana,agent,agent-trailer,substantive,4,1.7500,2,1.5000,75,100,75,2274,1582,1734
grafana_grafana__123722,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,0.6667,0.6667,66.6667,0,0,19545,13059,2244
grafana_grafana__123755,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.6667,1,66.6667,66.6667,0,7644,2233,1661
grafana_grafana__123793,grafana/grafana,agent,agent-trailer,substantive,4,1.7500,1.2500,1.2500,75,50,50,3043,2929,1681
grafana_grafana__123797,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,2,2,66.6667,100,100,5472,4347,1884
grafana_grafana__123806,grafana/grafana,human,none,substantive,3,0.6667,0.6667,2,33.3333,33.3333,100,257,298,1367
grafana_grafana__123872,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.3333,1.3333,66.6667,66.6667,66.6667,953,995,1182
grafana_grafana__123873,grafana/grafana,agent,agent-trailer,substantive,3,1.6667,1.6667,2,66.6667,66.6667,100,655,633,917
grafana_grafana__123893,grafana/grafana,agent,agent-trailer,substantive,4,2,2,2,100,100,100,794,846,1445
grafana_grafana__123939,grafana/grafana,human,none,substantive,3,2,1.3333,1,100,33.3333,33.3333,1551,1639,1706
grafana_grafana__123977,grafana/grafana,agent,agent-trailer,substantive,3,2,1.6667,2,100,66.6667,100,600,510,1460
grafana_grafana__123986,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1.3333,33.3333,33.3333,33.3333,834,721,1338
grafana_grafana__124046,grafana/grafana,agent,agent-trailer,substantive,3,1.3333,1.3333,1.3333,66.6667,66.6667,66.6667,805,978,1174
grafana_grafana__124084,grafana/grafana,agent,agent-trailer,substantive,4,0.7500,1.2500,0.7500,25,50,0,2338,2114,2251
grafana_grafana__124104,grafana/grafana,agent,agent-trailer,substantive,4,1.7500,1.5000,1,75,75,50,8864,5820,2067
grafana_grafana__124118,grafana/grafana,agent,agent-trailer,substantive,3,2,2,2,100,100,100,2104,1259,1608
grafana_grafana__124151,grafana/grafana,agent,agent-trailer,substantive,3,2,1.3333,1.3333,100,33.3333,33.3333,1989,2077,1964
grafana_grafana__124157,grafana/grafana,agent,agent-trailer,substantive,2,1,1,1,50,50,50,334,274,781
grafana_grafana__124162,grafana/grafana,agent,agent-trailer,substantive,3,0,0,1.3333,0,0,33.3333,452,441,1551
grafana_grafana__124390,grafana/grafana,agent,agent-trailer,empty,3,0,0,2,0,0,100,66,68,1075
grafana_grafana__124425,grafana/grafana,agent,agent-trailer,substantive,3,1,1,1,33.3333,33.3333,0,2116,1129,1233
