id,repo,provenance,concept,question,real_score,synthetic_score,real_rationale,synthetic_rationale
apache_airflow__46826,apache/airflow,human,auth-conditional-behavior-tests,What behavior breaks if auth arguments are emitted when credentials are absent?,2,1,"The phrase ""don't add login/password to PinotCLI if None or empty string"" implies the broken behavior is emitting auth args when credentials are absent.","The phrase ""when credentials are provided"" and preserving ""unauthenticated expectations"" indicates auth args are only added with credentials, but it does not explicitly state the breakage when absent."
apache_airflow__46848,apache/airflow,human,sensor-return-contract,Why must execute return the poke result instead of discarding it?,1,2,"The phrase ""enable returning xcom value"" and ""execute method returns xcom value when appropriate"" hints that the poke result must be preserved, but it does not explain why discarding it would break XCom emission.","It explicitly says execute returns ""the result of super().execute(...)"" so ""XCom values produced by PokeReturnValue are preserved,"" which directly answers why the poke result must not be discarded."
apache_airflow__46848,apache/airflow,human,response-check-typing-and-compatibility,Why is widening response_check to PokeReturnValue essential for safe sensor extensibility?,1,2,"The phrase ""enable returning xcom value"" and ""returns xcom value when appropriate"" hints at the mechanism, but it does not explain why widening `response_check` to `PokeReturnValue` is essential for safe extensibility.","It explicitly says ""Updated `HttpSensor.response_check` typing to accept `bool | PokeReturnValue`"" and that this enables XCom values from sensor pokes, which directly answers the mechanism question."
apache_airflow__46848,apache/airflow,human,deferrable-execution-branching,What breaks if deferrable execution handles response_check without synchronous poke evaluation?,0,0,"The text only says it will ""return xcom value"" and update execute/type hints, but it does not mention deferrable execution or what breaks without synchronous poke evaluation.","It explicitly says `response_check` can return `PokeReturnValue` and that `execute()` preserves XCom values, but it does not mention any breakage from deferrable execution without synchronous poke evaluation."
apache_airflow__47124,apache/airflow,human,documentation-taxonomy,Why does plugin documentation belong under deployment rather than authoring?,2,1,"The phrase ""it's all targeted toward deployment managers ultimately"" explains why it belongs under deployment rather than authoring.","The text says it was moved from ""Authoring and Scheduling"" to ""Administration and Deployment"" and that it is part of deployment docs, but it does not explain why beyond the move itself."
apache_airflow__47124,apache/airflow,human,link-and-redirect-compatibility,How do redirects prevent broken plugin documentation links after the move?,0,2,The text only says the page was moved to a better home and gives no redirect mechanism.,"It explicitly says 'Added redirects so existing plugin doc URLs continue to resolve,' which explains how broken links are prevented."
apache_airflow__47124,apache/airflow,human,plugin-guidance-scope,Why must every plugin-related guide point to one canonical documentation page?,0,2,The text only says the page was moved to a better home for deployment managers; it does not explain why every guide must point to one canonical page.,"The text explicitly says to ""update internal references accordingly"" and that it ""updated doc links across the docs set to point to the new location,"" which explains the canonical-page requirement."
apache_airflow__47241,apache/airflow,human,asset-alias-authorization-model,Why must asset aliases be authorized as a distinct resource type?,1,1,"The text only says to ""add auth for asset alias"" and ""add RESOURCE_ASSET_ALIAS,"" which hints at a separate resource type but does not explain why it must be distinct.","The text explicitly says it ""brings asset alias access control in line with existing asset authorization"" and adds a separate ""RESOURCE_ASSET_ALIAS,"" but it does not state why that distinct resource type is necessary."
apache_airflow__47241,apache/airflow,human,api-route-enforcement,How do route dependencies ensure alias access is denied before handler execution?,1,2,"The text only says ""update requires_access_asset_alias"" and ""add tests,"" which hints at access checks but does not explain denying alias access before handler execution.","The text says ""Updated FastAPI security helpers and public asset routes to enforce access checks for asset alias endpoints,"" which explicitly describes denying access via route-level checks before handlers run."
apache_airflow__47241,apache/airflow,human,provider-auth-manager-compatibility,Why must every provider auth manager implement the alias authorization contract?,0,1,"The text only mentions adding auth for asset alias and related code, but it does not explain why every provider auth manager must implement the alias authorization contract.","The text explicitly says it added a new abstract auth-manager method, 'is_authorized_asset_alias(...)', and that it was implemented in multiple auth managers, but it does not state why every provider auth manager must implement it."
apache_airflow__48461,apache/airflow,human,kiota-version-upgrade-compatibility,Why must the provider target Kiota 1.4+ APIs instead of preserving older compatibility?,0,2,"The text only says the pin was removed and dependencies were updated, but gives no reason tied to Kiota 1.4+ APIs or preserving older compatibility.","The text says the provider was updated to support newer Kiota releases and explicitly changed the dependency to "">=1.4.0"", so it answers why older compatibility was not preserved."
apache_airflow__48461,apache/airflow,human,msgraph-request-response-contract,What concrete request and response contract keeps MSGraph calls working across hook and operators?,0,2,"It only mentions vague dependency and type fixes like ""function argument type change"" and ""string parsing issue solve,"" with no concrete request/response contract for MSGraph calls.","The text explicitly says the hook/operator/sensor/trigger were aligned by replacing ""QueryParams"" with ""QueryParameters"" and updating ""query_parameters"" annotations, plus response handling was updated for current response types."
apache_airflow__48461,apache/airflow,human,test-strategy-against-internal-sdk-changes,Why is defensive introspection the safest way to verify adapter wiring after the SDK upgrade?,0,2,"It only mentions generic dependency and type fixes like ""removed version pin"" and ""static issue fixed,"" with no explanation of defensive introspection or adapter wiring verification.","The text says tests were changed to ""avoid relying on a brittle chain of private attributes directly"" and to validate them ""more defensively,"" which explains the safer verification approach."
apache_airflow__48941,apache/airflow,human,api-triggered-listener-dispatch,Why are listener hooks dispatched directly inside the task-instance patch endpoint?,1,2,"The phrase ""Add Listener notification in patch_task_instance api endpoint"" only indicates that listeners were added there, not why they are dispatched directly inside it.","The text explicitly says ""Notify task instance listeners when task state is changed through the public API"" and that `PATCH /taskInstances/...` now calls the success/failed callbacks, which explains the reason."
apache_airflow__48941,apache/airflow,human,listener-payload-contract,Why must success and failure listeners accept both RuntimeTaskInstance and TaskInstance objects?,0,2,"Absent: it only says ""Add Listener notification in patch_task_instance api endpoint"" and gives no reason about listener parameter types.","Explicit: it says callbacks may receive either ""RuntimeTaskInstance"" during normal runtime transitions, or ""TaskInstance"" when the state change is triggered through the API/UI."
apache_airflow__48941,apache/airflow,human,listener-failure-isolation,Why should listener exceptions never abort manual task state updates?,0,2,"Absent: it only says ""Add Listener notification in patch_task_instance api endpoint"" and gives no reason about exceptions or aborting updates.","Explicit: it says listener errors are ""wrapped in exception handling"" and logged ""without breaking the API request flow,"" which explains why exceptions should not abort manual state updates."
apache_airflow__48941,apache/airflow,human,behavioral-verification-and-docs,What behavior would regress without explicit tests and docs for API-triggered listener notifications?,1,2,"The text only says ""Add Listener notification in patch_task_instance api endpoint,"" which hints at API-triggered notifications but does not state the specific behavior that would regress.","It explicitly says ""Notify task instance listeners when task state is changed through the public API"" and lists the exact callbacks and docs/tests added, so the behavior is clear."
apache_airflow__48987,apache/airflow,human,lowest-dependency-workflow,Why must lowest-dependency resolution happen manually inside each package directory?,1,2,"The text says to ""describe the steps (cd + uv sync)"" for a ""manual operation,"" but it does not explain why this must happen inside each package directory.","It explicitly says to ""cd into `airflow-core` or the relevant provider directory"" and that the workflow is ""an explicit manual step inside the container rather than a special `breeze shell` flag,"" which explains the manual per-directory resolution."
apache_airflow__48987,apache/airflow,human,shell-command-interface,What breaks if shell still owns dependency downgrading behavior?,0,0,"It only says the flag was confusing and that they now describe steps like ""cd + uv sync""; it does not say what breaks if shell keeps owning downgrading behavior.","It explicitly says the workflow is moved to a manual step and that this ""keeps the shell command simpler,"" but it does not state what breaks if shell still owns downgrading behavior."
apache_airflow__48987,apache/airflow,human,developer-guidance-and-artifacts,Why must docs and captured shell output exactly match the new workflow?,1,2,"It says the old flags were confusing and that the docs should describe the steps instead of allowing the flag, but it does not explain why the captured shell output must exactly match.","It explicitly says the workflow was updated and that the shell output image/hash was refreshed to match the updated command output, so the docs and captured output must align with the new manual `uv sync` flow."
apache_airflow__49085,apache/airflow,human,dag-metadata-schema,Why must owner_links be emitted directly in DagInfo rather than derived elsewhere?,0,2,"The text only says ""Add owner_links in DAG object"" and does not explain why it must be emitted directly in DagInfo rather than derived elsewhere.","It explicitly says ""Added owner_links to DagInfo so it is emitted alongside the other serialized DAG metadata"" and that this ""preserves owner link information in the serialized output."""
apache_airflow__49085,apache/airflow,human,cross-version-compatibility,How does always including owner_links prevent version-specific facet shape drift?,0,1,"The text only says ""Add owner_links in DAG object"" and does not explain any version-specific facet shape drift mechanism.","The text says ""Updated unit tests across Airflow 2 and Airflow 3 compatibility paths"" and that `owner_links` is emitted alongside other metadata, but it does not explicitly explain how always including it prevents version-specific facet shape drift."
apache_airflow__49085,apache/airflow,human,serialization-contract-tests,What breaks if owner_links is not asserted across all DagInfo serialization scenarios?,0,2,"Only says ""Add owner_links in DAG object"" and does not explain what breaks if it is not asserted across serialization scenarios.","It explicitly says tests were updated ""across Airflow 2 and Airflow 3 compatibility paths"" to assert the field is present, including when ""defaulting to {} when not provided,"" so the serialization scenarios are covered."
apache_airflow__49137,apache/airflow,human,asset-event-contract,Why must asset names be selected and grouped in the next-run assets query?,0,2,"The text only says ""Update next run assets and asset expression types"" and gives no reason for selecting and grouping asset names.","It explicitly says asset names are returned ""for the DAG list UI"" and to ""render a direct link to the asset details page when there is exactly one next-run asset,"" which explains why they are selected and grouped."
apache_airflow__49137,apache/airflow,human,expression-type-discrimination,Why does expression rendering rely on property existence instead of truthy all or any values?,0,2,"The text only says ""Update next run assets and asset expression types"" and ""fix tests,"" which does not explain why rendering relies on property existence.","It explicitly says ""Tightened AssetExpression rendering checks to use property presence (""any"" in expression / ""all"" in expression) so expressions continue to render correctly for the expanded union type,"" which answers why."
apache_airflow__49137,apache/airflow,human,dag-list-asset-schedule-presentation,Why should asset schedule display be driven by next-run events rather than latest run timestamps?,0,0,"The text only says ""Update next run assets"" and does not explain why next-run events are preferred over latest run timestamps.","The phrase ""Improve asset-scheduled DAG display by returning asset names from the UI API and using them in the DAG list UI"" explains the display mechanism, but it does not mention why next-run events are preferred over latest run timestamps."
apache_airflow__49199,apache/airflow,human,task-instance-identity-and-schema,What stable TaskInstance identity lets retries and scheduling remain correct across schema changes?,0,0,No mention of TaskInstance identity or retries/scheduling across schema changes.,"It mentions ""task instance schema/history"" but does not state any stable identity mechanism for retries or scheduling."
apache_airflow__49199,apache/airflow,human,api-contract-and-auth-surface,What API contract preserves secure compatibility for clients while internal models evolve?,0,1,"No mention of any API contract or client compatibility; it only says ""remove superfluous else block"" and test/check fixes.","The phrase ""compatibility and cleanup pass"" and ""Updated FastAPI auth/token handling, request parameters, datamodels, and public endpoints/services"" hints at preserving API compatibility while models change, but it does not state the contract explicitly."
apache_airflow__49199,apache/airflow,human,dag-serialization-and-processing,"What serialized DAG representation keeps parsing, scheduling, and execution behavior consistent?",0,1,No mention of any serialized DAG representation or parsing/scheduling/execution consistency.,"It only gestures at this with 'serialized DAG/code handling' and 'keep shared behavior... consistent across the project,' but gives no explicit mechanism."
apache_airflow__49199,apache/airflow,human,platform-runtime-and-provider-compatibility,"What compatibility boundary prevents core runtime changes from breaking executors, providers, and observability?",0,2,"No mention of any compatibility boundary or executors/providers/observability; it only says ""remove superfluous else block"".","It explicitly mentions a ""compatibility and cleanup pass"" across ""core, providers"" and ""metrics, tracing"" plus ""executors"" and ""provider packages,"" which bears on the boundary question."
apache_airflow__49610,apache/airflow,human,uv-version-coordination,Why must every uv entrypoint use the same pinned version?,0,2,"The text only says ""Fixing upgrade checks on main"" and ""reuse variable,"" which does not explain why every uv entrypoint must share one pinned version.","It says the pinned versions are updated across many places and that it ""removes the duplicated `UV_VERSION` definition"" to ""reuses the shared constant,"" which explains the need for one shared pinned version."
apache_airflow__49610,apache/airflow,human,version-source-centralization,Why is a single shared uv constant safer than duplicated version declarations?,1,2,"The text only says ""reuse variable"" and does not explain why that is safer.","It explicitly says it ""removes the duplicated `UV_VERSION` definition"" and ""reuses the shared constant from `global_constants.py` instead,"" which directly answers the shared-constant mechanism."
apache_airflow__49610,apache/airflow,human,toolchain-compatibility-baseline,What breaks when related toolchain versions drift during a uv upgrade?,0,0,"The text only says ""Fixing upgrade checks on main"" and does not mention any toolchain drift or what breaks.","It mentions ""Bump packaging/tooling versions used across development and CI"" and updating pinned versions, but it does not say what breaks when versions drift during a uv upgrade."
apache_airflow__49809,apache/airflow,human,rendered-map-index-propagation,Why must rendered_map_index travel unchanged through every task state transition boundary?,1,2,"The phrase ""Render custom `map_index_template` on task completion"" only hints at rendering at completion, not why it must survive every state transition boundary.","It explicitly says to ""propagate it through the task SDK/runtime"" and ""preserve it for state updates,"" which explains why it must travel unchanged across state transitions."
apache_airflow__49809,apache/airflow,human,execution-api-versioning,Why is a versioned schema addition required instead of changing the existing execution API contract?,1,2,"The text only says ""Render custom `map_index_template` on task completion,"" which hints at a feature but does not explain why a versioned schema addition is needed instead of changing the existing execution API contract.","The text explicitly says ""Added optional `rendered_map_index`"" and ""Introduced a new execution API version: `2025-04-28`"" to make mapped task instances report the rendered map index consistently across the execution API and task SDK."
apache_airflow__49809,apache/airflow,human,task-runner-render-timing,Why must the map index be rendered during task execution rather than derived later?,1,2,"The phrase ""Render custom `map_index_template` on task completion"" only hints that rendering happens at completion, not why it must happen during execution rather than later.","It explicitly says to ""Capture the rendered map index during task execution and preserve it for state updates,"" which explains the execution-time requirement."
apache_airflow__50065,apache/airflow,human,api-contract-expansion,Why must dag_display_name be part of the public response contract instead of client-side lookup?,0,2,"Absent: it only names the alias change, with no explanation of why it must be in the public response contract instead of client-side lookup.","Explicit: it says to ""Expose `dag_display_name` on the public FastAPI `Job` and `XCom` responses"" and explains the field is populated from related DAG metadata via ORM loading, not client lookup."
apache_airflow__50065,apache/airflow,human,orm-relationship-loading,Why does serialization depend on eager-loaded DagModel relationships rather than separate queries?,0,2,"The text only says ""Remove unused relationship"" and ""Fix `AliasPath`"", which does not explain why serialization depends on eager-loaded DagModel relationships rather than separate queries.","The text explicitly says the field is populated from related DAG metadata and that queries were updated to ""eagerly load related DAG models"" via ""joinedload"", which explains the serialization mechanism."
apache_airflow__50065,apache/airflow,human,response-shape-consistency,What breaks if dag_display_name nullability differs from the underlying relationship guarantees?,0,0,"The text only says ""Remove unused relationship"" and ""Fix `AliasPath`"", which does not explain what breaks if nullability differs.","The text explains the field is sourced from relationships and that tests assert ""None for cases where a job has no associated DAG display name,"" but it does not state what breaks when nullability differs."
apache_airflow__50123,apache/airflow,human,shared-dataframe-api-adoption,Why must dataframe creation delegate to common-sql's get_df contract instead of provider-specific methods?,0,1,"The text only states the migration title ""to use `get_df`"" and gives no reason or mechanism for why provider-specific methods must be avoided.","The text says to use the shared SQL provider dataframe interface and that provider-specific `get_pandas_df` was switched to the newer pattern based on `get_df`, but it does not explicitly explain why delegation is required instead of provider-specific methods."
apache_airflow__50123,apache/airflow,human,optional-dataframe-dependencies,Why does runtime optional-import handling prevent dependency conflicts better than mandatory pandas installation?,0,2,"The text only says ""Migrate `PrestoHook` and `TrinoHook` to use `get_df`"" and gives no reason about dependency conflicts or optional imports.","The text says it ""reduces mandatory dependencies for users who do not need dataframe helpers"" and uses ""explicit optional-import checks,"" which explains why optional imports avoid forcing pandas on everyone and thus reduce conflicts."
apache_airflow__50123,apache/airflow,human,backward-compatible-hook-transition,Why is a deprecation wrapper necessary to change dataframe APIs without breaking existing DAG code?,0,1,"The text only states the migration target ""to use `get_df`"" and gives no explanation about preserving compatibility for existing DAG code.","The text says the old path gets deprecation handling via ""provider deprecation warnings,"" but it does not explicitly explain that this wrapper is needed to avoid breaking existing DAG code."
apache_airflow__50123,apache/airflow,human,cursor-metadata-and-cross-backend-tests,Why must tests model full DB-API cursor metadata for dataframe conversion to work reliably?,0,2,It only names the migration to `get_df` and says nothing about cursor metadata or why tests must model it.,"The text says tests were updated to use ""full DB-API-style column metadata tuples expected by the dataframe conversion path,"" which directly explains the reliability requirement."
apache_airflow__50511,apache/airflow,human,release-version-coordination,Why must every surfaced version reference move in lockstep for a patch release?,0,1,"The text only says it updates docs from 3.0.1 to main and mentions release notes/readme, but gives no reason why all surfaced version references must move together.","It explicitly says the repo is being aligned with the `3.0.1` stable release and lists multiple version-related updates, but it does not explain why they must move in lockstep for a patch release."
apache_airflow__50511,apache/airflow,human,reproducible-release-metadata,How do these metadata pins guarantee reproducible artifacts for the 3.0.1 release?,0,2,The text only says it updates docs and release notes; it does not mention metadata pins or reproducible artifacts.,"It explicitly says it will ""refresh reproducible build metadata (`release-notes-hash` and `source-date-epoch`)"", which directly addresses how the pins support reproducible artifacts."
apache_airflow__50511,apache/airflow,human,release-notes-as-contract,Why does the release notes entry need to exactly match the shipped patch contents?,1,1,Partial: it mentions “release notes” but gives no reason why the entry must exactly match the shipped patch contents.,"Partial: it says “add the `3.0.1` release notes entry” and “align the repo with the `3.0.1` stable release,” but does not explain why exact matching is required."
apache_airflow__50532,apache/airflow,human,macro-api-surface,Why must root lineage macros be registered in the plugin to work reliably?,0,2,"The text only says to ""expose OpenLineage's lineage_root_* macros in plugin"" and gives no reason why registration is needed for reliability.","The text says the macros were ""available in the macros module but were not registered by the plugin,"" so they were not exposed alongside the other template macros and this change makes them consistently available."
apache_airflow__50532,apache/airflow,human,root-lineage-identifier-contract,Why does the root parent identifier need this exact namespace/job/run composition?,0,2,It only says the macros are exposed in the plugin; it gives no reason for the exact namespace/job/run composition.,"The text explicitly says the identifier format is ""{namespace}/{job_name}/{run_id}"" and that the docstring describes what the macro returns."
apache_airflow__50532,apache/airflow,human,documentation-as-contract,Why is documenting the root parent identifier format necessary to prevent integration breakage?,0,2,"It only says ""expose OpenLineage's lineage_root_* macros in plugin"" and gives no identifier format or integration-breakage explanation.","The text explicitly says the docstring describes ""the identifier format: `{namespace}/{job_name}/{run_id}`"", which is the needed format detail to avoid integration breakage."
apache_airflow__50670,apache/airflow,human,stable-docs-publication-semantics,Why must stable-folder writes be conditionally skipped for preview releases?,1,2,"The phrase ""Add SKIP_WRITE_TO_STABLE_FOLDER to publish docs"" only hints at skipping stable-folder writes, but gives no reason why preview releases need it.","It explicitly says preview or non-stable releases should publish versioned docs ""without overwriting the current stable docs in S3,"" which states the reason for conditionally skipping stable-folder writes."
apache_airflow__50670,apache/airflow,human,workflow-to-cli-flag-plumbing,How does the workflow reliably preserve the skip flag into the publishing command?,1,2,"The phrase ""Add SKIP_WRITE_TO_STABLE_FOLDER to publish docs"" only hints at the flag existing, but not how it is preserved into the publishing command.","It explicitly says the workflow input is ""Passed ... through to the Breeze publish command as: --skip-write-to-stable-folder"", which states the mechanism clearly."
apache_airflow__50670,apache/airflow,human,publisher-mapping-behavior,Why is destination mapping the critical place to enforce stable-folder skipping?,0,2,"The phrase ""Add SKIP_WRITE_TO_STABLE_FOLDER to publish docs"" only names the feature and does not explain why destination mapping is the critical place to enforce skipping.","It explicitly says ""Updated the S3 source/destination mapping logic to skip adding stable-folder targets when the flag is set,"" which directly answers why destination mapping is where stable-folder skipping is enforced."
apache_airflow__50670,apache/airflow,human,command-surface-and-doc-sync,What breaks if the CLI option and generated documentation drift apart?,0,0,"The phrase ""Add SKIP_WRITE_TO_STABLE_FOLDER to publish docs"" only indicates a new option was added, not what breaks if CLI docs drift apart.","The text says the flag is wired through both the CLI and generated docs and that it was ""Regenerated Breeze command output docs/images to reflect the new CLI option,"" but it does not state any breakage from drift."
apache_airflow__50960,apache/airflow,agent,fab-security-model-and-permission-resolution,"What permission-resolution path now authorizes requests, and what fails if legacy FAB checks remain?",0,0,"The text only mentions generic session and permission synchronization, not the permission-resolution path that authorizes requests or what breaks if legacy FAB checks remain.","The text says it updated ""role/permission and user API endpoints"" and ""security-manager wiring,"" but it never names the authorization path or the failure mode from legacy FAB checks."
apache_airflow__50960,apache/airflow,agent,session-login-and-webserver-integration,What session and login integration keeps identity consistent across FastAPI and FAB views?,1,1,"The text says session access is standardized to use ""appbuilder.session instead of get_session,"" but it does not explain keeping identity consistent across FastAPI and FAB views.","The text mentions ""adjusted app/session bootstrap code"" and ""kept auth backend tests aligned for both basic auth and session auth paths,"" but it does not explicitly describe the identity-consistency mechanism."
apache_airflow__50960,apache/airflow,agent,admin-interfaces-and-contracts,"What shared contract keeps user and role operations consistent across API, CLI, and UI?",1,1,"It mentions shared test patterns like ""using the correct SQLAlchemy session and interface patterns"" and ""app contexts,"" but not a contract spanning API, CLI, and UI.","It explicitly says the change improves consistency across ""the Flask/FAB web stack and FastAPI auth flows"" and covers ""API and login flows"" plus ""CLI and utilities,"" but it does not name a shared contract."
apache_airflow__50960,apache/airflow,agent,provider-packaging-and-test-harness,What dependency and test setup is required to exercise the new auth manager reliably?,2,1,"The text explicitly mentions ""Switch to using flask-sqlalchemy db session management"" and ""Add a global pytest fixture to clear SQLAlchemy metadata before each test,"" plus ""with app.app_context()"" for test isolation.","The text only says ""Updated FAB provider dependencies in pyproject.toml"" and ""Adjusted default webserver config and test configuration support,"" which hints at setup changes but does not specify the dependency or reliable test mechanism."
apache_airflow__51297,apache/airflow,human,mapped-task-extra-link-resolution,Why must mapped task links resolve from map-indexed runtime data instead of static operator fields?,0,2,"The text only says ""Bring back mapped task extra links test"" and does not explain why mapped task links must resolve from runtime data instead of static operator fields.","It explicitly says ""mapped task instances resolve their extra links at runtime"" and that `operator_extra_links` handles mapped operators explicitly when `bash_command` is not yet attached."
apache_airflow__51297,apache/airflow,human,operator-link-contract,Why should mapped operators always expose a generic link provider when bash_command is absent?,0,2,"The text only says “Bring back mapped task extra links test,” which does not explain why a generic link provider is needed when `bash_command` is absent.","It explicitly says that when the mapped operator “does not yet have `bash_command` attached, it returns `CustomOpLink()`,” explaining the generic link provider behavior."
apache_airflow__51297,apache/airflow,human,api-not-found-semantics,Why should invalid map indexes return TaskInstance not found rather than task not found?,0,2,"The text only says ""Bring back mapped task extra links test"" and does not explain why invalid map indexes should return one error instead of another.","It explicitly says the expected 404 was updated ""from: Task with ID = TEST_MAPPED_TASK not found to TaskInstance not found,"" which directly answers the question."
apache_airflow__51404,apache/airflow,human,event-facet-schema,Why must nominal schedule times be emitted as a dedicated event facet?,1,2,"The phrase ""Add NominalTimeRunFacet to all OL events"" indicates the nominal times are emitted as a dedicated facet, but it does not explain why.","The text explicitly says ""include[d] in emitted facets"" and mentions ""new nominalTime facet assertions,"" which answers that they are emitted as a dedicated event facet."
apache_airflow__51404,apache/airflow,human,listener-time-extraction,What source of run timing keeps lineage events semantically correct across Airflow versions?,1,2,"The phrase ""NominalTimeRunFacet"" indicates nominal run timing is being added, but it does not say this is what keeps lineage events semantically correct across Airflow versions.","The text explicitly says it passes through ""nominal_start_time"" and ""nominal_end_time"" and emits the DAG run’s ""nominal scheduling window,"" which is the run timing source used for the lineage events."
apache_airflow__51404,apache/airflow,human,metadata-serialization-contract,How must metadata values be serialized so special characters survive event validation?,0,2,No mention of serialization or special characters surviving validation.,"The phrase ""serialization/escaping of user-provided metadata such as tags and owners"" and ""quoted metadata values"" directly addresses how special characters are handled."
apache_airflow__51650,apache/airflow,human,translation-resource-registration,How does registering the admin namespace enable Hebrew admin translations to resolve correctly?,0,2,It only names the file `admin.json` and does not explain any namespace registration or how it affects translation resolution.,The text explicitly says the `admin` namespace was added to the Hebrew resource bundle and that this lets Admin pages resolve localized strings instead of falling back to English.
apache_airflow__51650,apache/airflow,human,locale-key-schema-compatibility,Why must the Hebrew keys exactly match the admin translation schema?,0,0,It only says 'Add Hebrew translation for admin.json' and gives no reason about key matching or the translation schema.,"The text says the Hebrew admin namespace was added and that Admin pages can resolve localized strings, but it does not explain why the Hebrew keys must exactly match the admin translation schema."
apache_airflow__51650,apache/airflow,human,hebrew-content-correctness,What breaks if Hebrew labels use inconsistent terminology or mistranslated admin actions?,0,1,"It only says ""Add Hebrew translation for admin.json"" and gives no mechanism or consequence about inconsistent terminology or mistranslated admin actions.","The text says the Admin pages can ""resolve their localized strings instead of falling back to English,"" but it does not mention inconsistent terminology or mistranslated admin actions breaking anything specific."
apache_airflow__52262,apache/airflow,human,glue-api-retry-policy,Why must Glue polling retry only specific transient ClientError codes with bounded exponential backoff?,0,2,"It only mentions handling exceptions and adding api_retry_args, without saying which ClientError codes are retried or that backoff is bounded.","The text explicitly says to retry only retryable ClientError codes such as throttling, request timeout, and internal/service unavailable errors, with exponential backoff and up to 5 attempts."
apache_airflow__52262,apache/airflow,human,sync-async-hook-parity,Why must synchronous and asynchronous job-state lookups share the same retry behavior?,0,2,It only mentions handling exceptions and adding `api_retry_args`; it does not explain why sync and async lookups must share retry behavior.,The text says retry support was added for both sync and async paths and that job state retrieval uses the same retry configuration in both implementations.
apache_airflow__52262,apache/airflow,human,hook-configuration-surface,Why is retry behavior configurable at hook construction instead of fixed inside method logic?,0,1,"The text only mentions ""Add api_retry_args"" and handling exceptions, with no explanation of why retry behavior is configurable at construction.","The text says retry is configurable via the new optional ""api_retry_args"" parameter passed to tenacity, but it does not explain why this is done at hook construction instead of inside method logic."
apache_airflow__52302,apache/airflow,human,grid-summary-aggregation-contract,What aggregation logic makes grouped task summaries accurate across mixed child instance states?,0,2,"The text only says ""Remove more usages of legacy grid data endpoint,"" which does not describe any aggregation logic.","The text explicitly says ""compute per-node child state counts"" and ""compute min/max timing bounds across child task instances,"" which answers the aggregation logic question."
apache_airflow__52302,apache/airflow,human,api-schema-and-type-shape,Why must nullable child-state counts and date bounds be part of the summary schema?,0,2,"Absent: it only says ""Remove more usages of legacy grid data endpoint"" and gives no reason about nullable child-state counts or date bounds.","Explicit: it says the summary is extended with ""aggregated child state counts and timing bounds"" and that aggregation should ""return None"" and ""compute min/max timing bounds across child task instances""."
apache_airflow__52302,apache/airflow,human,ui-data-fetch-consolidation,Why does a dedicated lightweight summaries query keep these detail views correct and efficient?,0,2,"The text only says ""Remove more usages of legacy grid data endpoint,"" which does not explain why a dedicated lightweight summaries query keeps detail views correct and efficient.","It explicitly says the UI ""consume[s] the lighter summary payload for group and mapped task instance views"" and that these pages use `useGridTiSummaries` directly ""rather than fetching broader grid/dag-run data,"" which explains the correctness and efficiency mechanism."
apache_airflow__52404,apache/airflow,human,documentation-generation-pipeline,What mechanism keeps generated command documentation accurate without manual drift?,0,1,The text only discusses a Click ENVVAR bug and version pinning; it says nothing about generated command documentation or preventing manual drift.,"The text says it ""regenerates the command output snapshots"" and keeps docs/tooling ""in sync,"" which hints at the mechanism but does not explicitly explain how drift is prevented."
apache_airflow__52404,apache/airflow,human,cli-surface-and-command-taxonomy,Why must the command taxonomy stay stable for users and automation?,0,0,"Absent: it discusses a Click environment-variable bug, not why a command taxonomy must stay stable for users and automation.","Absent: the text only describes documentation and fixture refreshes, with no mention of command taxonomy stability for users or automation."
apache_airflow__52404,apache/airflow,human,release-and-artifact-orchestration,What orchestration model prevents inconsistent release artifacts across publishing steps?,0,0,"The text only discusses a Click environment-variable bug and version pinning, with no mention of orchestration or publishing-step artifact consistency.",The text is only about refreshing Breeze docs and fixtures; it never mentions any orchestration model or release-artifact consistency across publishing steps.
apache_airflow__52404,apache/airflow,human,developer-tooling-packaging,What packaging approach ensures Breeze behaves consistently across contributor environments?,0,1,The text is only about limiting Click versions because of an ENVVAR bug; it does not mention any packaging approach for contributor environments.,"The text only says it includes ""the corresponding pyproject.toml changes needed to keep the docs/tooling in sync,"" which hints at packaging/tooling but does not explain a packaging approach for consistent contributor environments."
apache_airflow__52564,apache/airflow,human,airflow-version-compatibility-layer,Why must BaseOperator be resolved through a version-gated shim?,1,2,"The phrase ""Replace `models.BaseOperator` to Task SDK one for OpsGenie"" only hints at a replacement, but does not explain why a version-gated shim is needed.","It explicitly says the shim exports `airflow.sdk.BaseOperator` for Airflow 3+ and `airflow.models.BaseOperator` for earlier versions, because this keeps the provider compatible across Airflow versions."
apache_airflow__52564,apache/airflow,human,provider-isolation-boundary,Why is duplicating compatibility code safer than importing it from another provider?,0,2,"The phrase ""Replace `models.BaseOperator` to Task SDK one for OpsGenie"" only indicates a replacement, not why duplicating compatibility code is safer.","It says the shim is ""local to the provider"" and is used ""to avoid introducing cross-provider dependencies,"" which directly explains why duplicating compatibility code is safer than importing it from another provider."
